1	Sie	sie	P	PPER	_|_|_	0	root	194	194
24	Zwetschgenschnaps	Zwetschgenschnaps	N	NN	Masc|Nom|Sg	25	subj	_	_
25	hinunterspülte	hinunterspülen	V	VVFIN	3|Sg|Past|_	20	cj	_	_
26	;	;	$	$.	_	0	root	_	_
27	die	die	A	ART	Def|Fem|Nom|Sg	28	det	_	_
28	Witwe	Witwe	N	NN	Fem|Nom|Sg	30	subj	_	_
29	aber	aber	A	ADV	_	28	adv	_	_
30	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
31	zum	zu	P	APPRART	Dat	33	pp	_	_
32	Tisch	Tisch	N	NN	Masc|Dat|Sg	31	pn	282	282
33	herangerückt	heranrücken	V	VVPP	_	30	aux	_	_
34	und	und	K	KON	_	30	kon	_	_
35	streifte	streifen	V	VVFIN	_|Sg|Past|_	34	cj	_	_
36	den	die	A	ART	Def|_|_|_	37	det	_	_
37	Eintretenden	Eintretende	N	NN	_|_|_	35	obja	_	_
38	mit	mit	P	APPR	Dat	35	pp	_	_
39	flinken	flink	A	ADJA	Pos|Neut|Dat|Pl|_|	40	attr	_	_
40	Augen	Auge	N	NN	Neut|Dat|Pl	38	pn	_	_
41	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|_|_|_	2	det	_	_
2	patschte	patscht	A	ADJA	Masc|Nom|Sg	0	root	_	_
3	in	in	P	APPR	Acc	2	pp	_	_
4	die	die	A	ART	Def|Fem|Acc|Pl	5	det	322	322
5	Hände	Hand	N	NN	Fem|Acc|Pl	3	pn	322	322
6	und	und	K	KON	_	0	root	_	_
7	sagte	sagen	V	VVFIN	_|Sg|Past|_	6	cj	_	_
8	:	\:	$	$.	_	0	root	_	_
9	»	»	$	$(	_	0	root	_	_
10	So	so	A	ADV	_	0	root	_	_
11	,	,	$	$,	_	0	root	_	_
12	Tretter	Tretter	N	NE	_	0	root	191	191
13	,	,	$	$,	_	0	root	_	_
14	jetzt	jetzt	A	ADV	_	0	root	_	_
15	müass	müass	F	FM	_	0	root	_	_
16	'	'	$	$(	_	0	root	_	_
17	n	n	N	NN	_	15	app	_	_
18	mir	ich	P	PPER	1|Sg|_|Dat	0	root	210	210
19	ins	in	P	APPRART	Acc	18	pp	_	_
20	wieda	wieda	N	NN	_|Acc|_	19	pn	_	_
21	auf	auf	P	APPR	_	20	pp	_	_
22	'	'	$	$(	_	0	root	_	_
23	n	n	F	FM	_|_|_	21	pn	_	_
24	Weg	Weg	F	FM	_|_|_	23	app	_	_
25	macha	macha	F	FM	_|_|_	24	app	_	_
26	!	!	$	$.	_	0	root	_	_
27	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Ja	ja	P	PTKANT	_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	was	was	P	PWS	Neut|_|Sg	0	root	_	_
5	waar	waar	F	FM	_	0	root	_	_
6	denn	denn	F	FM	_	5	app	_	_
7	it	it	F	FM	_	6	app	_	_
8	dös	dös	F	FM	_	7	app	_	_
9	!	!	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_
11	wehrte	wehren	V	VVFIN	3|Sg|Past|_	0	root	_	_
12	die	die	A	ART	Def|Fem|Nom|Sg	13	det	248	248
13	Bäuerin	Bäuerin	N	NN	Fem|Nom|Sg	11	subj	248	248
14	eifrig	eifrig	A	ADJD	Pos|	11	adv	_	_
15	ab	ab	P	PTKVZ	_	11	avz	_	_
16	,	,	$	$,	_	0	root	_	_
17	und	und	K	KON	_	11	kon	_	_
18	der	die	A	ART	Def|Masc|Nom|Sg	19	det	210	210
19	Limmer	Limmer	N	NN	Masc|Nom|Sg	20	subj	210	210
20	meinte	meinen	V	VVFIN	3|Sg|Past|_	17	cj	_	_
21	,	,	$	$,	_	0	root	_	_
22	das	die	P	PDS	Neut|Nom|Sg	23	subj	_	_
23	ginge	gehen	V	VVFIN	3|Sg|Past|Subj	20	s	_	_
24	doch	doch	A	ADV	_	23	adv	_	_
25	gar	gar	A	ADV	_	26	adv	_	_
26	nicht	nicht	P	PTKNEG	_	23	adv	_	_
27	,	,	$	$,	_	0	root	_	_
28	daß	daß	K	KOUS	_	0	root	_	_
29	der	die	A	ART	Def|_|_|_	0	root	_	_
30	Schormayer	Schormayer	N	NN	_	36	obja	23	23
31	nicht	nicht	P	PTKNEG	_	36	adv	_	_
32	auch	auch	A	ADV	_	36	adv	_	_
33	ein	eine	A	ART	Indef|Neut|Nom|Sg	34	det	_	_
34	Stück	Stück	N	NN	Neut|Nom|Sg	36	subj	_	_
35	Geselchtes	Geselchtes	N	NN	Neut|Nom|Sg	34	app	_	_
36	probiere	probieren	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
37	,	,	$	$,	_	0	root	_	_
38	und	und	K	KON	_	36	kon	_	_
39	der	die	A	ART	Def|Masc|Nom|Sg	40	det	191	191
40	Tretter	Tretter	N	NN	Masc|Nom|Sg	41	subj	191	191
41	weigerte	weigern	V	VVFIN	3|Sg|Past|_	38	cj	_	_
42	sich	sie	P	PRF	3|_|_	41	obja	_	_
43	,	,	$	$,	_	0	root	_	_
44	und	und	K	KON	_	41	kon	_	_
45	die	die	A	ART	Def|Fem|Nom|Sg	46	det	242	242
46	Witwe	Witwe	N	NN	Fem|Nom|Sg	47	subj	242	242
47	sagte	sagen	V	VVFIN	3|Sg|Past|_	44	cj	_	_
48	so	so	A	ADV	_	49	adv	_	_
49	liebenswürdig	liebenswürdig	A	ADJD	Pos|	47	adv	_	_
50	,	,	$	$,	_	0	root	_	_
51	als	als	K	KOUS	_	55	konj	_	_
52	es	es	P	PPER	3|Sg|Neut|Nom	55	subj	_	_
53	ihre	ihre	A	PPOSAT	Fem|_|Sg	54	det	242	242
54	Natur	Natur	N	NN	Fem|_|Sg	55	obja	_	_
55	erlaubte	erlauben	V	VVFIN	3|Sg|Past|_	47	neb	_	_
56	:	\:	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Du	du	P	PPER	_|Nom|Sg	0	root	2	2
3	werst	werst	F	FM	_	2	app	_	_
4	nix	nix	F	FM	_	3	app	_	_
5	vasamma	vasamma	F	FM	_	4	app	_	_
6	,	,	$	$,	_	0	root	_	_
7	wann	wann	P	PWAV	_	13	adv	_	_
8	'	'	$	$(	_	0	root	_	_
9	s	s	F	FM	_|Nom|_	13	pred	_	_
10	d	d	F	FM	_|Nom|_	9	app	_	_
11	'	'	$	$(	_	0	root	_	_
12	no	no	F	FM	_|Nom|_	10	app	_	_
13	bleibst	bleiben	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
14	.	.	$	$.	_	0	root	_	_
15	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Aha	aha	I	ITJ	_	0	root	_	_
3	!	!	$	$.	_	0	root	_	_
4	«	«	$	$(	_	0	root	_	_
5	dachte	denken	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
6	der	die	A	ART	Def|Masc|Nom|Sg	7	det	13	13
7	Schormayer	Schormayer	N	NN	Masc|Nom|Sg	5	subj	13	13
8	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Aha	aha	I	ITJ	_	0	root	_	_
3	!	!	$	$.	_	0	root	_	_
4	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	No	No	F	FM	_	0	root	_	_
3	vo	vo	F	FM	_	2	app	_	_
4	mir	ich	P	PPER	1|Sg|_|Dat	0	root	2	2
5	aus	aus	P	PTKVZ	_	0	root	_	_
6	,	,	$	$,	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_
8	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	8	subj	2	2
10	,	,	$	$,	_	0	root	_	_
11	»	»	$	$(	_	0	root	_	_
12	bleib	bleib	F	FM	_	0	root	_	_
13	i	i	F	FM	_	12	app	_	_
14	halt	halt	F	FM	_	13	app	_	_
15	no	no	F	FM	_	14	app	_	_
16	a	a	F	FM	_	15	app	_	_
17	wengl	wengl	F	FM	_	16	app	_	_
18	,	,	$	$,	_	0	root	_	_
19	denn	denn	K	KON	_	0	root	_	_
20	des	die	A	ART	Def|_|Gen|Sg	21	det	_	_
21	söll	söll	F	FM	_|Gen|Sg	0	root	_	_
22	is	is	F	FM	_|Gen|Sg	21	app	_	_
23	wahr	wahr	F	FM	_|Gen|Sg	22	app	_	_
24	,	,	$	$,	_	0	root	_	_
25	daß	daß	K	KOUS	_	30	konj	_	_
26	dahoam	dahoam	F	FM	_|Nom|_	30	pred	_	_
27	neamd	neamd	F	FM	_|Nom|_	26	app	_	_
28	auf	auf	P	APPR	_	30	pp	_	_
29	mi	mi	N	NE	_|_|_	28	pn	34	34
30	wart	sein	V	VAFIN	2|Pl|Past|Ind	0	root	_	_
31	'	'	$	$(	_	0	root	_	_
32	.	.	$	$.	_	0	root	_	_
33	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Hoscht	Hoscht	N	NE	_	0	root	290	290
3	koane	koane	N	NE	_	2	app	290	290
4	Kinda	Kinda	N	NE	_	3	app	290	290
5	?	?	$	$.	_	0	root	_	_
6	«	«	$	$(	_	0	root	_	_
7	fragte	fragen	V	VVFIN	3|Sg|Past|_	0	root	_	_
8	die	die	A	ART	Def|Fem|Nom|Sg	9	det	228	228
9	Limmerin	Limmerin	N	NN	Fem|Nom|Sg	7	subj	228	228
10	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Zwee	Zwee	N	NE	_	0	root	_	_
3	;	;	$	$.	_	0	root	_	_
4	aba	aba	F	FM	_	0	root	_	_
5	de	de	F	FM	_	4	app	_	_
6	san	san	F	FM	_	5	app	_	_
7	scho	scho	F	FM	_	6	app	_	_
8	lang	lang	A	ADJD	Pos|	9	adv	_	_
9	aus	aus	P	APPR	Dat	0	root	_	_
10	da	da	K	KOUS	_	0	root	_	_
11	Schul	Schul	N	NE	_	0	root	_	_
12	'	'	$	$(	_	0	root	_	_
13	;	;	$	$.	_	0	root	_	_
14	'	'	$	$(	_	0	root	_	_
15	s	s	F	FM	_	0	root	_	_
16	Madl	Madl	F	FM	_	15	app	_	_
17	möcht	möcht	F	FM	_	16	app	_	_
18	heireth	heireth	F	FM	_	17	app	_	_
19	'	'	$	$(	_	0	root	_	_
20	n	n	N	NN	_	0	root	107	107
21	,	,	$	$,	_	0	root	_	_
22	und	und	K	KON	_	0	root	_	_
23	da	da	K	KOUS	_	32	konj	_	_
24	Bua	Bua	N	NE	_|Dat|_	32	objd	249	249
25	möcht	möcht	F	FM	_|Dat|_	24	app	249	249
26	regier	regier	F	FM	_|Dat|_	25	app	249	249
27	'	'	$	$(	_	0	root	249	249
28	n.	n.	F	FM	_|Dat|_	26	app	249	249
29	«	«	F	FM	_|Dat|_	28	app		

1	»	»	$	$(	_	0	root	_	_
2	So	so	A	ADV	_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	de	de	F	FM	_	0	root	_	_
5	san	san	F	FM	_	4	app	_	_
6	scho	scho	F	FM	_	5	app	_	_
7	so	so	A	ADV	_	8	adv	_	_
8	groß	groß	A	ADJD	Pos|	0	root	_	_
9	?	?	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Ja	ja	P	PTKANT	_	0	root	_	_
3	;	;	$	$.	_	0	root	_	_
4	schier	schier	A	ADJD	Pos|	0	root	_	_
5	über	über	P	APPR	_	4	pp	_	_
6	'	'	$	$(	_	0	root	_	_
7	n	n	N	NN	Masc|_|Sg	5	pn	_	_
8	Kopf	Kopf	N	NN	Masc|_|Sg	7	app	_	_
9	ausg	ausg	F	FM	Masc|_|Sg	8	app	_	_
10	'	'	$	$(	_	0	root	_	_
11	wachs	wachsen	V	VVIMP	Sg	0	root	_	_
12	'	'	$	$(	_	0	root	_	_
13	n.	n.	F	FM	_|Dat|_	11	objd	_	_
14	«	«	F	FM	_|Dat|_	13	app	_	_

1	»	»	$	$(	_	0	root	_	_
2	Hoscht	Hoscht	N	NE	_	0	root	1005	1005
3	Vadruß	Vadruß	N	NE	_	2	app	1005	1005
4	damit	damit	P	PROAV	_	3	pp	_	_
5	?	?	$	$.	_	0	root	_	_
6	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Na	Na	I	ITJ	_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	sell	sell	F	FM	_	0	root	_	_
5	it	it	F	FM	_	4	app	_	_
6	.	.	$	$.	_	0	root	_	_

1	Aba	Aba	N	NE	_|_|Sg	0	root	_	_
2	g	g	N	NN	_|_|Sg	1	app	_	_
3	'	'	$	$(	_	0	root	_	_
4	freu	freuen	V	VVIMP	Sg	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	n	n	F	FM	_	4	obja	_	_
7	ko	ko	F	FM	_	6	app	_	_
8	'	'	$	$(	_	0	root	_	_
9	s	s	F	FM	_	7	app	_	_
10	mi	mi	F	FM	_	9	app	_	_
11	aa	aa	F	FM	_	10	app	_	_
12	it	it	F	FM	_	11	app	_	_
13	,	,	$	$,	_	0	root	_	_
14	daß	daß	K	KOUS	_	0	root	_	_
15	i	i	F	FM	_	0	root	_	_
16	übageb	übageb	F	FM	_	15	app	_	_
17	'	'	$	$(	_	0	root	_	_
18	n	n	F	FM	_	16	app	_	_
19	muaß	muaß	F	FM	_	18	app	_	_
20	.	.	$	$.	_	0	root	_	_
21	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Dös	Dös	N	NE	_	0	root	28	28
3	brauchst	brauchen	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
4	d	d	N	NN	_	3	obja	250	250
5	'	'	$	$(	_	0	root	_	_
6	ja	ja	A	ADV	_	3	adv	_	_
7	it	it	A	ADJD	_	3	adv	_	_
8	,	,	$	$,	_	0	root	_	_
9	bal	bal	F	FM	_	0	root	_	_
10	'	'	$	$(	_	0	root	_	_
11	s	s	F	FM	_	9	app	_	_
12	d	d	F	FM	_	11	app	_	_
13	'	'	$	$(	_	0	root	_	_
14	it	it	F	FM	_	12	app	_	_
15	mogst	mogst	F	FM	_	14	app	_	_
16	,	,	$	$,	_	0	root	_	_
17	«	«	$	$(	_	0	root	_	_
18	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
19	die	die	A	ART	Def|Fem|Nom|Sg	20	det	242	242
20	Witwe	Witwe	N	NN	Fem|Nom|Sg	18	subj	242	242
21	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Freili	Freili	F	FM	_	0	root	_	_
3	ko	ko	F	FM	_	2	app	_	_
4	mi	mi	F	FM	_	3	app	_	_
5	neamd	neamd	F	FM	_	4	app	_	_
6	zwinga	zwinga	F	FM	_	5	app	_	_
7	dazua	dazua	F	FM	_	6	app	_	_
8	,	,	$	$,	_	0	root	_	_
9	aba	aba	F	FM	_	7	app	_	_
10	woaßt	woaßt	F	FM	_	9	app	_	_
11	a	a	F	FM	_	10	app	_	_
12	scho	scho	F	FM	_	11	app	_	_
13	,	,	$	$,	_	0	root	_	_
14	wia	wia	F	FM	_	12	app	_	_
15	'	'	$	$(	_	0	root	_	_
16	s	s	F	FM	_	14	app	_	_
17	is	is	F	FM	_	16	app	_	_
18	.	.	$	$.	_	0	root	_	_

1	A	A	F	FM	_	0	root	_	_
2	lediga	lediga	F	FM	_	1	app	_	_
3	Mensch	Mensch	F	FM	_	2	app	_	_
4	bedeut	bedeut	F	FM	_	3	app	_	_
5	it	it	F	FM	_	4	app	_	_
6	viel	viel	A	ADV	_	7	adv	_	_
7	auf	auf	P	APPR	_	5	pp	_	_
8	an	an	P	APPR	_	7	pp	_	_
9	Hof	Hof	N	NN	Masc|_|Sg	8	pn	251	251
10	.	.	$	$.	_	0	root	_	_

1	Da	Da	K	KOUS	_	4	konj	_	_
2	g	g	N	NN	_|Nom|Sg	4	subj	96	96
3	'	'	$	$(	_	0	root	_	_
4	hört	hören	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
5	a	a	F	FM	_	4	obja	_	_
6	Bäu	Bäu	F	FM	_	5	app	_	_
7	'	'	$	$(	_	0	root	_	_
8	rin	rin	N	NE	_	6	app	_	_
9	eina	eina	A	ADJD	Pos|	4	adv	_	_
10	;	;	$	$.	_	0	root	_	_
11	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
12	is	is	F	FM	_	0	root	_	_
13	amal	amal	F	FM	_	12	app	_	_
14	net	net	F	FM	_	13	app	_	_
15	anderst	anderst	F	FM	_	14	app	_	_
16	.	.	$	$.	_	0	root	_	_
17	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Na	Na	N	NE	_|Dat|_	3	objd	212	212
3	stellst	stellen	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
4	da	da	A	ADV	_	3	adv	_	_
5	halt	halt	A	ADV	_	3	adv	_	_
6	oani	oani	F	FM	_	3	obja	_	_
7	ei	ei	F	FM	_	6	app	_	_
8	!	!	$	$.	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Han	Han	N	NE	_	0	root	143	143
3	?	?	$	$.	_	0	root	_	_
4	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	A	A	N	NN	_|_|_	6	obja	_	_
3	Bäu	Bäu	N	NE	_|_|_	2	app	_	_
4	'	'	$	$(	_	0	root	_	_
5	rin	rin	N	NE	_|_|_	3	app	_	_
6	stellst	stellen	V	VVFIN	2|Sg|Pres|Ind	0	root	_	_
7	da	da	A	ADV	_	6	adv	_	_
8	'	'	$	$(	_	0	root	_	_
9	r	r	F	FM	_|Nom|Sg	6	subj	_	_
10	ei	ei	F	FM	_|Nom|Sg	9	app	_	_
11	,	,	$	$,	_	0	root	_	_
12	na	na	F	FM	_|Nom|Sg	10	kon	_	_
13	bischt	bischt	F	FM	_|Nom|Sg	12	app	_	_
14	wieda	wieda	F	FM	_|Nom|Sg	13	app	_	_
15	aufg	aufg	F	FM	_|Nom|Sg	14	app	_	_
16	'	'	$	$(	_	0	root	_	_
17	richt	richt	N	NE	_|Nom|Sg	15	app	_	_
18	.	.	$	$.	_	0	root	_	_
19	«	«	$	$(	_	0	root	_	_
20	Die	die	A	ART	Def|Fem|Nom|Sg	21	det	239	239
21	Kaltnerin	Kaltnerin	N	NN	Fem|Nom|Sg	22	subj	239	239
22	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
23	recht	recht	A	ADJD	Pos|	24	adv	_	_
24	lebendig	lebendig	A	ADJD	Pos|	25	pred	_	_
25	geworden	werden	V	VAPP	_	22	aux	_	_
26	und	und	K	KON	_	22	kon	_	_
27	probierte	probieren	V	VVFIN	_|Sg|Past|_	26	cj	_	_
28	es	es	P	PPER	3|Sg|Neut|_	27	obja	_	_
29	mit	mit	P	APPR	Dat	27	pp	_	_
30	einem	eine	A	ART	Indef|Neut|Dat|Sg	32	det	_	_
31	freundlichen	freundlich	A	ADJA	Pos|Neut|Dat|Sg|Wk|	32	attr	_	_
32	Lachen	Lache	N	NN	Neut|Dat|Sg	29	pn	_	_
33	,	,	$	$,	_	0	root	_	_
34	aber	aber	K	KON	_	27	kon	_	_
35	der	die	A	ART	Def|Masc|Nom|Sg	37	det	_	_
36	geschwollene	geschwollen	A	ADJA	Pos|Masc|Nom|Sg|Wk|	37	attr	_	_
37	Backen	Backe	N	NN	Masc|Nom|Sg	38	subj	_	_
38	gab	geben	V	VVFIN	3|Sg|Past|Ind	34	cj	_	_
39	ihm	er	P	PPER	3|Sg|_|Dat	38	objd	2	2
40	einen	eine	A	ART	Indef|Masc|Acc|Sg	42	det	346	346
41	schmerzhaften	schmerzhaft	A	ADJA	Pos|Masc|Acc|Sg|_|	42	attr	346	346
42	Zug	Zug	N	NN	Masc|Acc|Sg	38	obja	346	346
43	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	No	No	F	FM	_	0	root	_	_
3	mal	mal	F	FM	_	2	app	_	_
4	heireth	heireth	F	FM	_	3	app	_	_
5	'	'	$	$(	_	0	root	_	_
6	n	n	N	NN	_	4	app	_	_
7	,	,	$	$,	_	0	root	_	_
8	moanst	moanst	F	FM	_	6	app	_	_
9	?	?	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Wos	Wos	N	NE	_	0	root	53	53
3	denn	denn	A	ADV	_	2	adv	53	53
4	!	!	$	$.	_	0	root	_	_

